restId,name_candidate,candidate_status,vote_count,selection_source
163660,优衣库,商家名称候选,2,大语言模型：具体店名
164316,花园饭店,商家名称候选,3,票数不少于3
164434,摩卡咖啡,商家名称候选,3,票数不少于3
165135,国泰,商家名称候选,3,票数不少于3
165491,国内,商家名称候选,3,票数不少于3
166168,青年餐厅,商家名称候选,4,票数不少于3
166173,百联,商家名称候选,2,大语言模型：具体店名
166354,COCO奶茶,商家名称候选,2,大语言模型：具体店名
166432,满记甜品,商家名称候选,2,大语言模型：具体店名
166508,世纪联华,商家名称候选,2,大语言模型：具体店名
166509,丽都饭店,商家名称候选,2,大语言模型：具体店名
167200,万达,商家名称候选,2,大语言模型：具体店名
167301,大润发,商家名称候选,3,票数不少于3
167476,广州酒家,商家名称候选,14,票数不少于3
167476,南信甜品,商家名称候选,3,票数不少于3
167661,满记甜品,商家名称候选,4,票数不少于3
167661,外婆家,商家名称候选,2,大语言模型：具体店名
167686,当当,平台/线上商家候选,4,票数不少于3
167686,1号店,平台/线上商家候选,3,票数不少于3
167810,国美国顺路店购,商家名称候选,2,大语言模型：具体店名
167878,群光,商家名称候选,2,大语言模型：具体店名
168357,全家,商家名称候选,2,大语言模型：具体店名
168947,日月光,商家名称候选,2,大语言模型：具体店名
169119,美团上,商家名称候选,2,大语言模型：平台/线上商家名
169172,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
169360,洋葱餐厅,商家名称候选,3,票数不少于3
169394,寿司王子,商家名称候选,2,大语言模型：具体店名
170270,大商,商家名称候选,2,大语言模型：具体店名
170307,胖乐乐火锅,商家名称候选,2,大语言模型：具体店名
170798,附庸风雅滴咖啡,商家名称候选,2,大语言模型：具体店名
171331,圣熙8号,商家名称候选,2,大语言模型：具体店名
171338,国际饭店,商家名称候选,4,票数不少于3
171641,进口超市,商家名称候选,3,票数不少于3
173459,城市超市,商家名称候选,10,票数不少于3
174019,1号店,平台/线上商家候选,7,票数不少于3
174088,百盛,商家名称候选,3,票数不少于3
176494,海鸥饭店,商家名称候选,3,票数不少于3
177555,广州,商家名称候选,4,票数不少于3
179711,龙之梦大超市,商家名称候选,2,大语言模型：具体店名
179711,龙之梦超市,商家名称候选,2,大语言模型：具体店名
181297,整个饭店,商家名称候选,3,票数不少于3
181853,一心烤肉,商家名称候选,2,大语言模型：具体店名
182459,芒果咖啡,商家名称候选,3,票数不少于3
182637,粥底火锅,商家名称候选,3,票数不少于3
183244,美京,商家名称候选,2,大语言模型：具体店名
183255,沃尔玛,商家名称候选,2,大语言模型：具体店名
183255,沃尔玛超市,商家名称候选,2,大语言模型：具体店名
183258,果度,商家名称候选,3,票数不少于3
183258,友谊,商家名称候选,2,大语言模型：具体店名
183260,好又多,商家名称候选,3,票数不少于3
183268,货仓式超市,商家名称候选,3,票数不少于3
183268,易初莲花,商家名称候选,2,大语言模型：具体店名
183268,都会,商家名称候选,2,大语言模型：具体店名
183280,泮溪酒家,商家名称候选,2,大语言模型：具体店名
183282,誉峰,商家名称候选,2,大语言模型：具体店名
183301,联华,商家名称候选,2,大语言模型：具体店名
183302,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
183307,书店,商家名称候选,3,票数不少于3
183307,当当,平台/线上商家候选,2,大语言模型：平台/线上商家名
183317,上海旅游集散中心,商家名称候选,2,大语言模型：具体店名
183345,大观,商家名称候选,2,大语言模型：具体店名
183346,乐购,商家名称候选,4,票数不少于3
183359,沃尔玛,商家名称候选,2,大语言模型：具体店名
183379,麦德龙,商家名称候选,2,大语言模型：具体店名
183380,东副,商家名称候选,2,大语言模型：具体店名
183382,五爱市场,商家名称候选,3,票数不少于3
183382,五爱,商家名称候选,2,大语言模型：具体店名
183383,友谊,商家名称候选,5,票数不少于3
183384,联营,商家名称候选,5,票数不少于3
183394,五星,商家名称候选,2,大语言模型：具体店名
183394,石路,商家名称候选,2,大语言模型：具体店名
183402,新安,商家名称候选,2,大语言模型：具体店名
183404,美凯龙,商家名称候选,2,大语言模型：具体店名
183405,金元宝,商家名称候选,2,大语言模型：具体店名
183416,大润发超市,商家名称候选,4,票数不少于3
183419,中百,商家名称候选,2,大语言模型：具体店名
183429,现在超市,商家名称候选,3,票数不少于3
183429,华普,商家名称候选,2,大语言模型：具体店名
183429,华普超市,商家名称候选,2,大语言模型：具体店名
183441,集美,商家名称候选,3,票数不少于3
183444,国美,商家名称候选,5,票数不少于3
183445,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
183452,红英,商家名称候选,2,大语言模型：具体店名
183457,清真超市,商家名称候选,5,票数不少于3
183457,总要,商家名称候选,3,票数不少于3
183457,牛街清真超市,商家名称候选,2,大语言模型：具体店名
183466,王府井书店,商家名称候选,2,大语言模型：具体店名
183471,方庄,商家名称候选,3,票数不少于3
183475,百货大楼,商家名称候选,2,大语言模型：具体店名
183491,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
183497,丽都饭店,商家名称候选,2,大语言模型：具体店名
183543,百佳超市,商家名称候选,4,票数不少于3
183569,城隍庙,商家名称候选,2,大语言模型：具体店名
183639,国内,商家名称候选,3,票数不少于3
183641,金盛,商家名称候选,2,大语言模型：具体店名
183643,乐购,商家名称候选,4,票数不少于3
183644,乐购,商家名称候选,3,票数不少于3
183645,家乐福,商家名称候选,3,票数不少于3
183648,华联吉,商家名称候选,2,大语言模型：具体店名
183649,华联超市,商家名称候选,8,票数不少于3
183652,永兴,商家名称候选,2,大语言模型：具体店名
183653,永乐,商家名称候选,3,票数不少于3
183655,易买得,商家名称候选,2,大语言模型：具体店名
183657,亚一,商家名称候选,3,票数不少于3
183657,亚一金店,商家名称候选,2,大语言模型：具体店名
183663,苏宁电器,商家名称候选,3,票数不少于3
183666,龙之梦,商家名称候选,2,大语言模型：具体店名
183671,东方商厦,商家名称候选,2,大语言模型：具体店名
183673,大润发,商家名称候选,3,票数不少于3
183675,城市超市,商家名称候选,12,票数不少于3
183679,百安居,商家名称候选,3,票数不少于3
183681,福士,商家名称候选,2,大语言模型：具体店名
183787,屈臣氏,商家名称候选,2,大语言模型：具体店名
183921,自助火锅,商家名称候选,2,大语言模型：具体店名
184008,超市发超市,商家名称候选,2,大语言模型：具体店名
184175,宝岛,商家名称候选,2,大语言模型：具体店名
184216,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
184281,非常棒的便利店,商家名称候选,3,票数不少于3
184281,迪亚天天,商家名称候选,2,大语言模型：具体店名
184434,中关村图书大厦,商家名称候选,2,大语言模型：具体店名
184474,星巴克,商家名称候选,2,大语言模型：具体店名
184486,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
184551,美廉美超市,商家名称候选,2,大语言模型：具体店名
184567,伊势丹,商家名称候选,3,票数不少于3
184889,国美,商家名称候选,2,大语言模型：具体店名
185025,体育用品超市,商家名称候选,3,票数不少于3
185429,赛博,商家名称候选,2,大语言模型：具体店名
185597,味之都,商家名称候选,2,大语言模型：具体店名
185663,宏伊,商家名称候选,2,大语言模型：具体店名
185668,自助火锅,商家名称候选,4,票数不少于3
185951,吃饭超市,商家名称候选,2,大语言模型：具体店名
185966,屈臣氏,商家名称候选,5,票数不少于3
186051,凯宾斯基饭店,商家名称候选,2,大语言模型：具体店名
186051,威尼斯意大利餐厅,商家名称候选,2,大语言模型：具体店名
186240,喝喝咖啡,商家名称候选,2,大语言模型：具体店名
186240,很多咖啡,商家名称候选,2,大语言模型：具体店名
186505,米兰超市,商家名称候选,2,大语言模型：具体店名
186518,天津居,商家名称候选,2,大语言模型：具体店名
186539,红旗超市,商家名称候选,5,票数不少于3
186549,新玛特超市,商家名称候选,3,票数不少于3
186549,大商新玛特超市,商家名称候选,2,大语言模型：具体店名
186660,阳朔,商家名称候选,3,票数不少于3
186660,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
186803,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
187036,天福,商家名称候选,2,大语言模型：具体店名
187069,家乐福,商家名称候选,3,票数不少于3
187183,沃尔玛,商家名称候选,2,大语言模型：具体店名
187415,萧山目前算是人气最旺的大型超市,商家名称候选,3,票数不少于3
187424,家乐福,商家名称候选,2,大语言模型：具体店名
187523,崇文门饭店,商家名称候选,2,大语言模型：具体店名
187689,日上,商家名称候选,5,票数不少于3
187774,国贸饭店,商家名称候选,5,票数不少于3
187824,自助餐厅,商家名称候选,3,票数不少于3
187854,神农庄园,商家名称候选,2,大语言模型：具体店名
188107,丝芙兰,商家名称候选,2,大语言模型：具体店名
188119,城大,商家名称候选,6,票数不少于3
188119,欧普,商家名称候选,2,大语言模型：具体店名
188217,金融街,商家名称候选,3,票数不少于3
188258,周大福,商家名称候选,2,大语言模型：具体店名
188357,很浓郁的咖啡,商家名称候选,3,票数不少于3
188537,书城,商家名称候选,3,票数不少于3
188551,农工商超市,商家名称候选,4,票数不少于3
188551,洋葱餐厅,商家名称候选,2,大语言模型：具体店名
188551,还有农工商超市,商家名称候选,2,大语言模型：具体店名
188648,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
188661,中关村,商家名称候选,4,票数不少于3
188787,华联超市,商家名称候选,3,票数不少于3
188787,华联,商家名称候选,2,大语言模型：具体店名
188902,苏宁,平台/线上商家候选,3,票数不少于3
189146,旁边的海底捞,商家名称候选,2,大语言模型：具体店名
189275,特力屋,商家名称候选,2,大语言模型：具体店名
189498,还有咖啡,商家名称候选,2,大语言模型：具体店名
189515,张一元,商家名称候选,4,票数不少于3
189580,淘宝,平台/线上商家候选,10,票数不少于3
189597,仙草奶茶,商家名称候选,3,票数不少于3
189597,书城,商家名称候选,2,大语言模型：具体店名
189768,物美超市,商家名称候选,4,票数不少于3
189768,下沙最大的超市,商家名称候选,3,票数不少于3
189768,物美,商家名称候选,2,大语言模型：具体店名
189999,娇兰佳人,商家名称候选,4,票数不少于3
190197,华联超市,商家名称候选,3,票数不少于3
190226,友谊宫,商家名称候选,3,票数不少于3
190365,85度c的咖啡,商家名称候选,2,大语言模型：具体店名
190518,驴妈妈上,商家名称候选,2,大语言模型：平台/线上商家名
190639,满记甜品,商家名称候选,2,大语言模型：具体店名
190740,理工餐厅,商家名称候选,5,票数不少于3
191059,国内,商家名称候选,4,票数不少于3
191070,屈臣氏,商家名称候选,2,大语言模型：具体店名
191574,淘宝,平台/线上商家候选,5,票数不少于3
192351,香港,商家名称候选,3,票数不少于3
192649,淘宝,平台/线上商家候选,8,票数不少于3
192745,网票网,商家名称候选,3,票数不少于3
192745,网票网上,商家名称候选,3,票数不少于3
193180,金宝汇,商家名称候选,2,大语言模型：具体店名
193432,日本,商家名称候选,3,票数不少于3
193517,泰国,商家名称候选,5,票数不少于3
193997,沃尔玛,商家名称候选,2,大语言模型：具体店名
194340,悠唐,商家名称候选,2,大语言模型：具体店名
194395,随园中餐厅,商家名称候选,4,票数不少于3
194395,随园餐厅,商家名称候选,2,大语言模型：具体店名
194424,三号湾,商家名称候选,2,大语言模型：具体店名
194424,陌生人火锅,商家名称候选,2,大语言模型：具体店名
194496,扬州,商家名称候选,3,票数不少于3
194534,王宝和,商家名称候选,2,大语言模型：具体店名
194576,佳佳,商家名称候选,2,大语言模型：具体店名
194732,还有火锅,商家名称候选,3,票数不少于3
195573,久光,商家名称候选,2,大语言模型：具体店名
196114,武汉天地,商家名称候选,3,票数不少于3
196182,一杯咖啡,商家名称候选,2,大语言模型：具体店名
196182,二楼咖啡,商家名称候选,2,大语言模型：具体店名
196557,朱家角旅游的时候,商家名称候选,3,票数不少于3
196678,印象城,商家名称候选,2,大语言模型：具体店名
197030,右安门快乐娃,商家名称候选,2,大语言模型：具体店名
197030,快乐娃,商家名称候选,2,大语言模型：具体店名
197802,ihush上,商家名称候选,2,大语言模型：平台/线上商家名
198050,香港,商家名称候选,4,票数不少于3
198371,全家,商家名称候选,2,大语言模型：具体店名
198452,招牌咖啡,商家名称候选,2,大语言模型：具体店名
198478,翠宫饭店,商家名称候选,5,票数不少于3
198653,三商巧福,商家名称候选,2,大语言模型：具体店名
198986,龙之梦,商家名称候选,4,票数不少于3
199041,宝寿司,商家名称候选,2,大语言模型：具体店名
199394,BHG超市,商家名称候选,2,大语言模型：具体店名
199887,休息室,商家名称候选,3,票数不少于3
200219,它家,商家名称候选,3,票数不少于3
200219,耀点,商家名称候选,2,大语言模型：具体店名
200330,日航饭店,商家名称候选,2,大语言模型：具体店名
201033,香港,商家名称候选,3,票数不少于3
201648,泰象隆东南亚海鲜美食餐厅,商家名称候选,3,票数不少于3
201826,糖皇甜品,商家名称候选,2,大语言模型：具体店名
202289,kitty主题餐厅,商家名称候选,2,大语言模型：具体店名
202648,可得网,平台/线上商家候选,3,票数不少于3
205743,24小时便利店,商家名称候选,3,票数不少于3
205743,罗森,商家名称候选,2,大语言模型：具体店名
205776,很好,商家名称候选,3,票数不少于3
205841,福楼,商家名称候选,2,大语言模型：具体店名
205991,辛香汇,商家名称候选,3,票数不少于3
206226,金鼎轩,商家名称候选,2,大语言模型：具体店名
206659,皇后餐厅,商家名称候选,2,大语言模型：具体店名
207015,和城市超市,商家名称候选,3,票数不少于3
207015,比城市超市,商家名称候选,2,大语言模型：具体店名
208869,成都,商家名称候选,3,票数不少于3
212062,港式茶餐厅,商家名称候选,4,票数不少于3
212371,物美超市,商家名称候选,4,票数不少于3
212375,王府井,商家名称候选,6,票数不少于3
212376,正佳,商家名称候选,2,大语言模型：具体店名
212376,百佳,商家名称候选,2,大语言模型：具体店名
212376,百佳超市,商家名称候选,2,大语言模型：具体店名
212377,好又多,商家名称候选,3,票数不少于3
212404,鹿鸣酒家,商家名称候选,2,大语言模型：具体店名
212425,解百,商家名称候选,4,票数不少于3
212477,百佳超市,商家名称候选,2,大语言模型：具体店名
212479,麦德龙,商家名称候选,2,大语言模型：具体店名
212498,家乐福,商家名称候选,4,票数不少于3
212499,乐购,商家名称候选,5,票数不少于3
212499,乐购超市,商家名称候选,2,大语言模型：具体店名
212499,都会,商家名称候选,2,大语言模型：具体店名
212500,大润发,商家名称候选,3,票数不少于3
212500,比别的超市,商家名称候选,3,票数不少于3
212508,国美,商家名称候选,4,票数不少于3
212508,苏宁,平台/线上商家候选,2,大语言模型：平台/线上商家名
212510,大洋,商家名称候选,5,票数不少于3
212515,人人乐超市,商家名称候选,3,票数不少于3
212515,海底捞,商家名称候选,2,大语言模型：具体店名
212520,友谊商厦,商家名称候选,2,大语言模型：具体店名
212534,麦德龙,商家名称候选,2,大语言模型：具体店名
212535,周大福,商家名称候选,3,票数不少于3
212541,国美,商家名称候选,3,票数不少于3
212541,工贸,商家名称候选,2,大语言模型：具体店名
212542,王府井,商家名称候选,7,票数不少于3
212546,外面,商家名称候选,3,票数不少于3
212557,物美超市,商家名称候选,2,大语言模型：具体店名
212557,都会,商家名称候选,2,大语言模型：具体店名
212559,沃尔玛,商家名称候选,3,票数不少于3
212559,沃尔玛超市,商家名称候选,2,大语言模型：具体店名
212560,百脑汇,商家名称候选,4,票数不少于3
212560,中关村,商家名称候选,3,票数不少于3
212571,国美,商家名称候选,3,票数不少于3
212595,西单商场,商家名称候选,2,大语言模型：具体店名
212674,麦德龙超市,商家名称候选,2,大语言模型：具体店名
212700,旋转餐厅,商家名称候选,5,票数不少于3
212731,易买得,商家名称候选,2,大语言模型：具体店名
212788,屈臣氏,商家名称候选,8,票数不少于3
212790,欧尚超市,商家名称候选,5,票数不少于3
212793,香港,商家名称候选,4,票数不少于3
212796,乐购,商家名称候选,3,票数不少于3
212805,永乐,商家名称候选,2,大语言模型：具体店名
212811,太平洋,商家名称候选,2,大语言模型：具体店名
212812,苏宁,平台/线上商家候选,3,票数不少于3
212814,苏宁,平台/线上商家候选,8,票数不少于3
212814,它家,商家名称候选,3,票数不少于3
212820,东明,商家名称候选,3,票数不少于3
212822,七浦路,商家名称候选,2,大语言模型：具体店名
212822,迪美,商家名称候选,2,大语言模型：具体店名
212825,恒隆,商家名称候选,2,大语言模型：具体店名
212830,香港,商家名称候选,3,票数不少于3
212840,沃尔玛,商家名称候选,2,大语言模型：具体店名
212852,屈臣氏,商家名称候选,4,票数不少于3
212865,华堂超市,商家名称候选,3,票数不少于3
212865,华堂,商家名称候选,2,大语言模型：具体店名
212879,当当,平台/线上商家候选,2,大语言模型：平台/线上商家名
212891,丰泽,商家名称候选,4,票数不少于3
212898,老电影咖啡,商家名称候选,2,大语言模型：具体店名
212914,大润发,商家名称候选,2,大语言模型：具体店名
212938,吉之岛,商家名称候选,2,大语言模型：具体店名
213010,花园饭店,商家名称候选,8,票数不少于3
213014,购书中心,商家名称候选,3,票数不少于3
213014,书城,商家名称候选,2,大语言模型：具体店名
213021,大西洋,商家名称候选,2,大语言模型：具体店名
213033,江苏饭店,商家名称候选,3,票数不少于3
213119,淘宝,平台/线上商家候选,3,票数不少于3
213309,书市,商家名称候选,2,大语言模型：具体店名
213312,恒大,商家名称候选,4,票数不少于3
213447,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
213570,喝喝咖啡,商家名称候选,3,票数不少于3
213570,蓝山咖啡,商家名称候选,2,大语言模型：具体店名
213662,久光超市,商家名称候选,3,票数不少于3
213662,我很喜欢逛超市,商家名称候选,3,票数不少于3
213662,都会,商家名称候选,2,大语言模型：具体店名
213783,中关村,商家名称候选,5,票数不少于3
214110,比较小的超市,商家名称候选,3,票数不少于3
214168,物美,商家名称候选,4,票数不少于3
214316,沃尔玛超市,商家名称候选,3,票数不少于3
214316,沃尔玛,商家名称候选,2,大语言模型：具体店名
214354,上海,商家名称候选,4,票数不少于3
214354,香港,商家名称候选,3,票数不少于3
214459,北辰,商家名称候选,10,票数不少于3
214692,药店,商家名称候选,3,票数不少于3
214708,周生生,商家名称候选,2,大语言模型：具体店名
215037,红星美凯龙,商家名称候选,2,大语言模型：具体店名
215075,昆山,商家名称候选,3,票数不少于3
215308,上海,商家名称候选,3,票数不少于3
215517,状元坊,商家名称候选,2,大语言模型：具体店名
215591,旋转餐厅,商家名称候选,5,票数不少于3
215591,上面有旋转餐厅,商家名称候选,3,票数不少于3
215615,亮视点,商家名称候选,2,大语言模型：具体店名
215641,洋葱餐厅,商家名称候选,3,票数不少于3
215641,满记甜品,商家名称候选,2,大语言模型：具体店名
215688,海鲜火锅,商家名称候选,2,大语言模型：具体店名
215733,苏宁,平台/线上商家候选,6,票数不少于3
215858,上岛咖啡,商家名称候选,2,大语言模型：具体店名
215858,屈臣氏,商家名称候选,2,大语言模型：具体店名
216093,国际饭店,商家名称候选,18,票数不少于3
216093,上海国际饭店,商家名称候选,3,票数不少于3
216631,城市超市,商家名称候选,2,大语言模型：具体店名
216647,国美,商家名称候选,4,票数不少于3
216671,屈臣氏,商家名称候选,2,大语言模型：具体店名
216850,东华美钻,商家名称候选,2,大语言模型：具体店名
216873,他家的奶茶,商家名称候选,3,票数不少于3
216875,旋转餐厅,商家名称候选,2,大语言模型：具体店名
216967,喝杯咖啡,商家名称候选,2,大语言模型：具体店名
216993,建国饭店,商家名称候选,5,票数不少于3
217092,易果网上,商家名称候选,4,票数不少于3
217092,易果网,商家名称候选,3,票数不少于3
217176,家乐福,商家名称候选,2,大语言模型：具体店名
217209,吉之岛,商家名称候选,2,大语言模型：具体店名
217341,龙之梦,商家名称候选,3,票数不少于3
217402,钻石小鸟,商家名称候选,5,票数不少于3
217402,小鸟,商家名称候选,2,大语言模型：具体店名
217443,城市超市,商家名称候选,2,大语言模型：具体店名
217443,有查餐厅,商家名称候选,2,大语言模型：具体店名
217584,淘宝,平台/线上商家候选,6,票数不少于3
217718,东方CJ,商家名称候选,8,票数不少于3
217718,东方CJ上,商家名称候选,6,票数不少于3
217718,东方,商家名称候选,4,票数不少于3
217718,东方CJ上面,商家名称候选,3,票数不少于3
217718,OCJ上,商家名称候选,2,大语言模型：平台/线上商家名
217718,下次购,商家名称候选,2,大语言模型：具体店名
217718,东方cj上,商家名称候选,2,大语言模型：平台/线上商家名
217725,华普超市,商家名称候选,3,票数不少于3
217900,烤珍珠奶茶,商家名称候选,3,票数不少于3
217900,珍珠奶茶,商家名称候选,3,票数不少于3
217913,紫玉饭店,商家名称候选,2,大语言模型：具体店名
217984,家乐福,商家名称候选,4,票数不少于3
218550,优衣库,商家名称候选,3,票数不少于3
218571,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
218586,老凤祥,商家名称候选,3,票数不少于3
218617,米索斯希腊餐厅,商家名称候选,2,大语言模型：具体店名
218621,热风,商家名称候选,2,大语言模型：具体店名
218638,淘宝,平台/线上商家候选,7,票数不少于3
218875,越富,商家名称候选,3,票数不少于3
218972,上海,商家名称候选,3,票数不少于3
219042,伊势丹超市,商家名称候选,4,票数不少于3
219202,海盗船,商家名称候选,2,大语言模型：具体店名
219363,法宝超市,商家名称候选,2,大语言模型：具体店名
219566,红孩子,商家名称候选,9,票数不少于3
219566,红孩子上,商家名称候选,4,票数不少于3
219672,文峰超市,商家名称候选,7,票数不少于3
219871,大润发,商家名称候选,2,大语言模型：具体店名
219958,这种地方,商家名称候选,3,票数不少于3
220262,都会,商家名称候选,3,票数不少于3
220262,猫记,商家名称候选,2,大语言模型：具体店名
220344,老凤祥,商家名称候选,2,大语言模型：具体店名
220412,石头记,商家名称候选,2,大语言模型：具体店名
220437,金茂北京威斯汀大饭店,商家名称候选,2,大语言模型：具体店名
220754,京东,平台/线上商家候选,27,票数不少于3
220754,京东上面,商家名称候选,5,票数不少于3
220754,京东商城,商家名称候选,2,大语言模型：平台/线上商家名
220754,京东网上,商家名称候选,2,大语言模型：平台/线上商家名
220754,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
221058,群光超市,商家名称候选,4,票数不少于3
221189,国泰超市,商家名称候选,2,大语言模型：具体店名
221380,老百姓大药房,商家名称候选,2,大语言模型：具体店名
221833,上岛咖啡,商家名称候选,3,票数不少于3
221833,就是咖啡,商家名称候选,2,大语言模型：具体店名
221985,白鹅潭风情酒吧,商家名称候选,3,票数不少于3
222089,女仆咖啡,商家名称候选,3,票数不少于3
222563,和平饭店,商家名称候选,2,大语言模型：具体店名
222833,以前的百佳超市,商家名称候选,2,大语言模型：具体店名
223024,大众超市,商家名称候选,2,大语言模型：具体店名
223024,永旺超市,商家名称候选,2,大语言模型：具体店名
223088,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
223311,热风,商家名称候选,2,大语言模型：具体店名
223697,绿茶餐厅,商家名称候选,7,票数不少于3
223697,龙之梦,商家名称候选,2,大语言模型：具体店名
223970,冰镇奶茶,商家名称候选,3,票数不少于3
223970,港式餐厅,商家名称候选,3,票数不少于3
224086,蛋糕奶茶,商家名称候选,3,票数不少于3
224208,喝着咖啡,商家名称候选,3,票数不少于3
224208,11超市,商家名称候选,2,大语言模型：具体店名
224710,随便,商家名称候选,3,票数不少于3
224781,永辉超市,商家名称候选,4,票数不少于3
224822,银泰,商家名称候选,2,大语言模型：具体店名
225012,家乐福,商家名称候选,22,票数不少于3
225012,龙之梦,商家名称候选,4,票数不少于3
225279,凡客诚品,平台/线上商家候选,9,票数不少于3
225338,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
225513,百联,商家名称候选,2,大语言模型：具体店名
225553,四楼,商家名称候选,3,票数不少于3
225656,全洲超市,商家名称候选,3,票数不少于3
226000,华润超市,商家名称候选,2,大语言模型：具体店名
226026,美邦,商家名称候选,2,大语言模型：具体店名
226436,别的超市,商家名称候选,3,票数不少于3
226436,大悦城,商家名称候选,2,大语言模型：具体店名
226489,移动卖吧,商家名称候选,2,大语言模型：具体店名
226552,迪卡侬,商家名称候选,2,大语言模型：具体店名
226620,金英,商家名称候选,3,票数不少于3
226741,家乐福,商家名称候选,2,大语言模型：具体店名
227026,丝芙兰,商家名称候选,2,大语言模型：具体店名
227060,稻香酒家,商家名称候选,2,大语言模型：具体店名
227181,外婆桥,商家名称候选,2,大语言模型：具体店名
227396,BHG超市,商家名称候选,2,大语言模型：具体店名
227498,万达,商家名称候选,2,大语言模型：具体店名
228068,北海道奶茶,商家名称候选,3,票数不少于3
228780,罗森,商家名称候选,3,票数不少于3
229686,淑萍时尚餐厅,商家名称候选,2,大语言模型：具体店名
230048,永旺超市,商家名称候选,2,大语言模型：具体店名
230678,B1超市,商家名称候选,3,票数不少于3
230895,易买得超市,商家名称候选,2,大语言模型：具体店名
230983,全家,商家名称候选,4,票数不少于3
231144,喝喝咖啡,商家名称候选,2,大语言模型：具体店名
231377,苏州,商家名称候选,6,票数不少于3
231558,拉手,商家名称候选,2,大语言模型：平台/线上商家名
231939,白胡子奶茶,商家名称候选,4,票数不少于3
232460,别的超市,商家名称候选,3,票数不少于3
233235,港式奶茶,商家名称候选,10,票数不少于3
233235,米顿茶餐厅,商家名称候选,3,票数不少于3
233260,万得城,商家名称候选,4,票数不少于3
233601,永辉超市,商家名称候选,6,票数不少于3
233733,淘宝,平台/线上商家候选,2,大语言模型：平台/线上商家名
234531,新旺,商家名称候选,2,大语言模型：具体店名
234531,百利餐厅,商家名称候选,2,大语言模型：具体店名
235994,还有餐厅,商家名称候选,3,票数不少于3
236385,龙柏饭店,商家名称候选,4,票数不少于3
236397,招牌奶茶,商家名称候选,4,票数不少于3
236397,港式茶餐厅,商家名称候选,4,票数不少于3
241289,谭鱼头火锅,商家名称候选,2,大语言模型：具体店名
242969,北京饭店,商家名称候选,7,票数不少于3
